,Date,Route,Succeeded,Battery Voltage AVG,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solare Radiation AVG
52,9/12/2015,Disappointment Cleaver,0,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
53,9/12/2015,Disappointment Cleaver,0,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
54,9/12/2015,Disappointment Cleaver,0,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
55,9/12/2015,Disappointment Cleaver,0,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
56,9/12/2015,Disappointment Cleaver,1,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
57,9/12/2015,Disappointment Cleaver,0,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
58,9/12/2015,Disappointment Cleaver,1,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
59,9/11/2015,Disappointment Cleaver,0,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
60,9/11/2015,Disappointment Cleaver,1,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
61,9/11/2015,Disappointment Cleaver,1,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
62,9/11/2015,Disappointment Cleaver,0,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
63,9/11/2015,Disappointment Cleaver,0,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
64,9/11/2015,Disappointment Cleaver,0,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
65,9/11/2015,Disappointment Cleaver,0,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
66,9/11/2015,Disappointment Cleaver,1,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
67,9/11/2015,Disappointment Cleaver,0,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
68,9/10/2015,Disappointment Cleaver,0,13.40291667,53.10583333,15.78708333,2.488416667,140.1174583,243.4372917
69,9/10/2015,Disappointment Cleaver,1,13.40291667,53.10583333,15.78708333,2.488416667,140.1174583,243.4372917
70,9/9/2015,Disappointment Cleaver,1,13.44625,47.29416667,25.0825,7.66225,208.8008333,241.2782917
71,9/9/2015,Disappointment Cleaver,0,13.44625,47.29416667,25.0825,7.66225,208.8008333,241.2782917
72,9/9/2015,Disappointment Cleaver,1,13.44625,47.29416667,25.0825,7.66225,208.8008333,241.2782917
73,9/8/2015,Disappointment Cleaver,0,13.48166667,43.75958333,40.11041667,7.346541667,200.0033333,243.2357083
74,9/7/2015,Disappointment Cleaver,0,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
75,9/7/2015,Disappointment Cleaver,0,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
76,9/7/2015,Disappointment Cleaver,1,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
77,9/7/2015,Disappointment Cleaver,1,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
78,9/7/2015,Disappointment Cleaver,0,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
79,9/7/2015,Disappointment Cleaver,1,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
80,9/6/2015,Disappointment Cleaver,0,13.45666667,28.99416667,74.715,11.76808333,213.9854167,241.9712917
81,9/6/2015,Disappointment Cleaver,0,13.45666667,28.99416667,74.715,11.76808333,213.9854167,241.9712917
82,9/6/2015,Disappointment Cleaver,0,13.45666667,28.99416667,74.715,11.76808333,213.9854167,241.9712917
83,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
84,9/5/2015,Emmons-Winthrop,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
85,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
86,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
87,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
88,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
89,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
90,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
91,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
92,9/5/2015,Disappointment Cleaver,0,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
93,9/4/2015,Disappointment Cleaver,0,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
94,9/4/2015,Disappointment Cleaver,0,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
95,9/4/2015,Disappointment Cleaver,0,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
96,9/4/2015,Disappointment Cleaver,0,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
97,9/4/2015,Disappointment Cleaver,0,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
98,9/4/2015,Disappointment Cleaver,0,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
99,9/3/2015,Disappointment Cleaver,0,13.53416667,20.42208333,90.81,8.345,195.80375,214.4229167
100,9/3/2015,Disappointment Cleaver,0,13.53416667,20.42208333,90.81,8.345,195.80375,214.4229167
101,9/3/2015,Disappointment Cleaver,0,13.53416667,20.42208333,90.81,8.345,195.80375,214.4229167
102,9/3/2015,Disappointment Cleaver,0,13.53416667,20.42208333,90.81,8.345,195.80375,214.4229167
103,9/3/2015,Disappointment Cleaver,0,13.53416667,20.42208333,90.81,8.345,195.80375,214.4229167
104,9/2/2015,Disappointment Cleaver,0,13.60458333,22.40041667,91.62541667,23.27375,188.1208333,233.4845833
105,9/2/2015,Disappointment Cleaver,0,13.60458333,22.40041667,91.62541667,23.27375,188.1208333,233.4845833
106,9/2/2015,Disappointment Cleaver,0,13.60458333,22.40041667,91.62541667,23.27375,188.1208333,233.4845833
107,9/1/2015,Disappointment Cleaver,0,13.57875,32.07875,66.61916667,33.07875,238.1875,201.7891667
108,9/1/2015,Disappointment Cleaver,0,13.57875,32.07875,66.61916667,33.07875,238.1875,201.7891667
109,9/1/2015,Disappointment Cleaver,0,13.57875,32.07875,66.61916667,33.07875,238.1875,201.7891667
110,9/1/2015,Disappointment Cleaver,0,13.57875,32.07875,66.61916667,33.07875,238.1875,201.7891667
111,8/31/2015,Disappointment Cleaver,0,13.16,32.31,100.0,25.74,234.5,0.0
112,8/31/2015,Disappointment Cleaver,0,13.16,32.31,100.0,25.74,234.5,0.0
113,8/31/2015,Disappointment Cleaver,0,13.16,32.31,100.0,25.74,234.5,0.0
114,8/29/2015,Disappointment Cleaver,0,13.2026087,30.81956522,96.96086957,18.22691304,58.79304348,33.10091304
115,8/29/2015,Disappointment Cleaver,0,13.2026087,30.81956522,96.96086957,18.22691304,58.79304348,33.10091304
116,8/28/2015,Disappointment Cleaver,0,13.45916667,36.16208333,91.36375,64.10625,40.25666667,53.22416667
117,8/28/2015,Disappointment Cleaver,0,13.45916667,36.16208333,91.36375,64.10625,40.25666667,53.22416667
118,8/28/2015,Disappointment Cleaver,0,13.45916667,36.16208333,91.36375,64.10625,40.25666667,53.22416667
119,8/27/2015,Disappointment Cleaver,0,13.47791667,40.64875,66.89916667,38.68416667,21.47416667,250.302375
120,8/27/2015,Disappointment Cleaver,0,13.47791667,40.64875,66.89916667,38.68416667,21.47416667,250.302375
121,8/27/2015,Disappointment Cleaver,0,13.47791667,40.64875,66.89916667,38.68416667,21.47416667,250.302375
122,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
123,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
124,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
125,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
126,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
127,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
128,8/26/2015,Disappointment Cleaver,0,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
129,8/26/2015,Emmons-Winthrop,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
130,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
131,8/26/2015,Disappointment Cleaver,1,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
132,8/26/2015,Disappointment Cleaver,0,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
133,8/26/2015,Disappointment Cleaver,0,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
134,8/25/2015,Disappointment Cleaver,1,13.47041667,42.415,26.72666667,24.9475,19.63125,275.2113333
135,8/25/2015,Disappointment Cleaver,0,13.47041667,42.415,26.72666667,24.9475,19.63125,275.2113333
136,8/25/2015,Disappointment Cleaver,1,13.47041667,42.415,26.72666667,24.9475,19.63125,275.2113333
137,8/25/2015,Disappointment Cleaver,1,13.47041667,42.415,26.72666667,24.9475,19.63125,275.2113333
138,8/24/2015,Disappointment Cleaver,1,13.48166667,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
139,8/24/2015,Disappointment Cleaver,1,13.48166667,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
140,8/24/2015,Disappointment Cleaver,1,13.48166667,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
141,8/24/2015,Disappointment Cleaver,1,13.48166667,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
142,8/24/2015,Disappointment Cleaver,1,13.48166667,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
143,8/23/2015,Disappointment Cleaver,0,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
144,8/23/2015,Disappointment Cleaver,1,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
145,8/23/2015,Disappointment Cleaver,1,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
146,8/23/2015,Disappointment Cleaver,1,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
147,8/23/2015,Disappointment Cleaver,1,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
148,8/23/2015,Disappointment Cleaver,1,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
149,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
150,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
151,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
152,8/22/2015,Kautz Glacier,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
153,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
154,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
155,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
156,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
157,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
158,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
159,8/22/2015,Emmons-Winthrop,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
160,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
161,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
162,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
163,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
164,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
165,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
166,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
167,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
168,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
169,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
170,8/22/2015,Disappointment Cleaver,1,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
171,8/22/2015,Disappointment Cleaver,0,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
172,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
173,8/21/2015,Emmons-Winthrop,0,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
174,8/21/2015,Kautz Glacier,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
175,8/21/2015,Emmons-Winthrop,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
176,8/21/2015,Disappointment Cleaver,0,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
177,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
178,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
179,8/21/2015,Disappointment Cleaver,0,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
180,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
181,8/21/2015,Disappointment Cleaver,0,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
182,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
183,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
184,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
185,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
186,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
187,8/21/2015,Disappointment Cleaver,0,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
188,8/21/2015,Disappointment Cleaver,1,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
189,8/20/2015,Disappointment Cleaver,0,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
190,8/20/2015,Disappointment Cleaver,1,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
191,8/20/2015,Disappointment Cleaver,1,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
192,8/20/2015,Disappointment Cleaver,0,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
193,8/20/2015,Disappointment Cleaver,1,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
194,8/20/2015,Disappointment Cleaver,1,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
195,8/20/2015,Disappointment Cleaver,0,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
196,8/20/2015,Disappointment Cleaver,1,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
197,8/19/2015,Disappointment Cleaver,0,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
198,8/19/2015,glacier only - no summit attempt,1,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
199,8/19/2015,Disappointment Cleaver,1,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
200,8/19/2015,Disappointment Cleaver,1,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
201,8/19/2015,Disappointment Cleaver,1,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
202,8/19/2015,Emmons-Winthrop,0,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
203,8/18/2015,Disappointment Cleaver,0,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
204,8/18/2015,Disappointment Cleaver,1,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
205,8/18/2015,Disappointment Cleaver,1,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
206,8/18/2015,Disappointment Cleaver,1,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
207,8/18/2015,Emmons-Winthrop,0,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
208,8/18/2015,Disappointment Cleaver,0,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
209,8/18/2015,Disappointment Cleaver,1,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
210,8/17/2015,Kautz Glacier,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
211,8/17/2015,Disappointment Cleaver,0,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
212,8/17/2015,Disappointment Cleaver,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
213,8/17/2015,Disappointment Cleaver,0,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
214,8/17/2015,Disappointment Cleaver,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
215,8/17/2015,Disappointment Cleaver,0,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
216,8/17/2015,Disappointment Cleaver,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
217,8/17/2015,Disappointment Cleaver,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
218,8/17/2015,Disappointment Cleaver,0,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
219,8/17/2015,Disappointment Cleaver,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
220,8/17/2015,Emmons-Winthrop,1,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
221,8/17/2015,Emmons-Winthrop,0,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
222,8/16/2015,Disappointment Cleaver,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
223,8/16/2015,Disappointment Cleaver,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
224,8/16/2015,Disappointment Cleaver,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
225,8/16/2015,Emmons-Winthrop,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
226,8/16/2015,Disappointment Cleaver,1,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
227,8/16/2015,Disappointment Cleaver,1,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
228,8/16/2015,Disappointment Cleaver,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
229,8/16/2015,Disappointment Cleaver,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
230,8/16/2015,Disappointment Cleaver,1,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
231,8/16/2015,Emmons-Winthrop,0,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
232,8/16/2015,Disappointment Cleaver,1,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
233,8/15/2015,Disappointment Cleaver,0,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
234,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
235,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
236,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
237,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
238,8/15/2015,Emmons-Winthrop,0,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
239,8/15/2015,Little Tahoma,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
240,8/15/2015,Emmons-Winthrop,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
241,8/15/2015,Emmons-Winthrop,0,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
242,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
243,8/15/2015,Disappointment Cleaver,0,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
244,8/15/2015,Disappointment Cleaver,0,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
245,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
246,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
247,8/15/2015,Disappointment Cleaver,1,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
248,8/14/2015,Disappointment Cleaver,0,13.48375,40.04916667,77.10333333,14.9015,245.56375,170.0025833
249,8/14/2015,Disappointment Cleaver,1,13.48375,40.04916667,77.10333333,14.9015,245.56375,170.0025833
250,8/14/2015,Disappointment Cleaver,1,13.48375,40.04916667,77.10333333,14.9015,245.56375,170.0025833
